Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
71391,1266,8838,1599,53,17,216,30998,2,2,86,196,43,43,43,0,98,98,98,0,9097.36112,129.0405833,10332.66667,17852.55053,30947,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,64.52029163,64.52029163,43,98,65,30.12474066,907.5,0,0,0,0,0,0,0,0,1,81.25,43,98,0,0,0,0,0,0,2,86,2,196,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
9961,988,443,1597,49524,6,216,53,1,1,0,0,0,0,0,0,0,0,0,0,0,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,383,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
13312,1263,60203,1590,53,17,217,79380,1,1,90,157,90,90,90,0,157,157,157,0,3111.615016,25.19526329,79380,0,79380,79380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,12.59763165,12.59763165,90,157,112.3333333,38.68246804,1496.333333,0,0,0,0,0,0,0,0,1,168.5,90,157,0,0,0,0,0,0,1,90,1,157,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
56205,1260,50025,1599,53,17,217,61035,2,2,80,202,40,40,40,0,101,101,101,0,4620.299828,65.53616777,20345,35231.64548,61027,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,32.76808389,32.76808389,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40,101,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
5080,845,57330,1601,80,6,217,49,1,1,0,0,0,0,0,0,0,0,0,0,0,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20408.16327,20408.16327,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1444,1174,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
56156,1260,49518,1599,53,17,217,96897,2,2,80,170,40,40,40,0,85,85,85,0,2580.059238,41.28094781,32299,55939.17893,96892,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,20.64047391,20.64047391,40,85,58,24.64751509,607.5,0,0,0,0,0,0,0,0,1,72.5,40,85,0,0,0,0,0,0,2,80,2,170,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53279,1260,13561,1599,53,17,217,163,2,2,78,110,39,39,39,0,55,55,55,0,1153374.233,24539.8773,54.33333333,87.17989065,155,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,80,80,12269.93865,12269.93865,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39,55,0,0,0,0,0,0,2,78,2,110,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
5130,845,57874,1601,80,6,217,5049157,3,1,0,0,0,0,0,0,0,0,0,0,0,0.792211452,1683052.333,2914540.666,5048474,127,5049157,2524578.5,3569327.246,5048474,683,0,0,0,0,0,0,0,0,0,104,40,0.594158589,0.198052863,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
8052,1260,44658,1171,443,6,217,115891385,36,42,2983,37159,1290,0,82.86111111,253.7982498,1980,0,884.7380952,715.4990092,346.3760486,0.673043989,1505082.922,3533057.451,10000000,2,116000000,3311182.429,4687145.185,10000000,3,111000000,2712701.439,4496338.778,10000000,2,0,0,0,0,1160,1352,0.310635687,0.362408302,0,1980,508.1265823,679.0822118,461152.6504,0,0,0,1,0,0,0,0,1,514.6410256,82.86111111,884.7380952,0,0,0,0,0,0,36,2983,42,37159,29200,402,6,32,104404.7273,225958.4659,785695,36142,10000000,15524.0864,10000000,9959980,BENIGN
14681,1263,61573,1590,53,17,217,103281873,2,2,86,375,45,41,43,2.828427125,240,135,187.5,74.24621202,4.463513167,0.038728965,34400000,59500000,103000000,60913,103000000,103000000,0,103000000,103000000,103000000,103000000,0,103000000,103000000,0,0,0,0,64,64,0.019364482,0.019364482,41,240,101.2,87.1045349,7587.2,0,0,0,0,0,0,0,0,1,126.5,43,187.5,0,0,0,0,0,0,2,86,2,375,-1,-1,1,32,60913,0,60913,60913,103000000,0,103000000,103000000,BENIGN
15200,1263,62092,1590,53,17,217,60921,1,1,46,76,46,46,46,0,76,76,76,0,2002.593523,32.82940201,60921,0,60921,60921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16.41470101,16.41470101,46,76,56,17.32050808,300,0,0,0,0,0,0,0,0,1,84,46,76,0,0,0,0,0,0,1,46,1,76,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
14209,1263,61101,1590,53,17,217,61459,1,1,49,190,49,49,49,0,190,190,190,0,3888.771376,32.54201988,61459,0,61459,61459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,16.27100994,16.27100994,49,190,96,81.40638796,6627,0,0,0,0,0,0,0,0,1,144,49,190,0,0,0,0,0,0,1,49,1,190,-1,-1,0,40,0,0,0,0,0,0,0,0,BENIGN
57194,1260,61789,1599,53,17,217,50463,2,2,92,170,46,46,46,0,85,85,85,0,5191.922795,79.26599687,16821,29128.76446,50456,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,80,64,39.63299843,39.63299843,46,85,61.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,77,46,85,0,0,0,0,0,0,2,92,2,170,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
55749,1260,44543,1599,53,17,217,187,2,2,64,96,32,32,32,0,48,48,48,0,855614.9733,21390.37433,62.33333333,101.9035492,180,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,80,10695.18717,10695.18717,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
5132,845,57894,1601,80,6,217,5785394,3,1,0,0,0,0,0,0,0,0,0,0,0,0.691396299,1928464.667,3339609.025,5784713,158,5785394,2892697,4089928.25,5784713,681,0,0,0,0,0,0,0,0,0,104,40,0.518547224,0.172849075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
86407,1267,49367,3212,443,6,217,6696219,35,50,5280,85380,943,0,150.8571429,326.3679936,4179,0,1707.6,981.0255983,13538.98372,12.6937306,79716.89286,533642.572,4807974,4,1888241,55536.5,171949.3928,979194,89,6643532,135582.2857,725792.7577,5003961,4,0,0,0,0,712,1012,5.226830246,7.466900351,0,4179,1054.186047,1094.363113,1197630.624,0,0,0,1,0,0,0,0,1,1066.588235,150.8571429,1707.6,0,0,0,0,0,0,35,5280,50,85380,8192,194,34,20,0,0,0,0,0,0,0,0,BENIGN
86059,1267,49380,2664,80,6,217,118247974,18,16,950,3932,430,0,52.77777778,137.2419742,1963,0,245.75,592.8307797,41.28611963,0.287531353,3583271.939,4716093.667,9992327,4,118000000,6955763.176,4457115,10000000,223,113000000,7507695,4340272.269,10000000,49,0,0,0,0,368,460,0.152222481,0.135308872,0,1963,139.4857143,417.5342446,174334.8454,0,0,0,1,0,0,0,0,0,143.5882353,52.77777778,245.75,0,0,0,0,0,0,18,950,16,3932,8192,31088,17,20,245866.0909,738172.4288,2471539,22902,9991923.545,590.2193429,9992327,9990268,BENIGN
85872,1267,49369,2218,443,6,217,117570180,26,34,949,34921,215,0,36.5,61.71174929,2860,0,1027.088235,784.484597,305.09437,0.510333488,1992714.915,10700000,58600000,1,118000000,4702807.2,16200000,58600000,1,117000000,3555647.636,14200000,58800000,1,0,0,0,0,532,692,0.221144511,0.289188976,0,2860,588.0327869,766.0808262,586879.8322,0,0,0,1,0,0,0,0,1,597.8333333,36.5,1027.088235,0,0,0,0,0,0,26,949,34,34921,8192,360,25,20,277938.5,62475.00544,322115,233762,58400000,310301.7901,58600000,58200000,BENIGN
74580,1267,61436,1599,53,17,217,192,2,2,60,264,30,30,30,0,132,132,132,0,1687500,20833.33333,64,105.6550993,186,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,10416.66667,10416.66667,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
54596,1260,30127,1599,53,17,217,46750,2,2,98,286,49,49,49,0,143,143,143,0,8213.903743,85.56149733,15583.33333,26985.06291,46743,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,40,42.78074866,42.78074866,49,143,86.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,108.25,49,143,0,0,0,0,0,0,2,98,2,286,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
5134,845,57914,1601,80,6,217,5525504,3,1,0,0,0,0,0,0,0,0,0,0,0,0.723915864,1841834.667,3189539.813,5524798,169,5525504,2762752,3906122.913,5524798,706,0,0,0,0,0,0,0,0,0,104,40,0.542936898,0.180978966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
12006,1267,49402,1381,80,6,217,48215,3,4,443,872,437,0,147.6666667,250.5879752,860,0,218,428.0093457,27273.67002,145.1830343,8035.833333,12177.54648,24122,1,23697,11848.5,16381.5428,23432,265,24831,8277,13994.62511,24435,1,0,0,0,0,72,92,62.22130043,82.9617339,0,860,164.375,319.4915324,102074.8393,0,0,0,1,0,0,0,0,1,187.8571429,147.6666667,218,0,0,0,0,0,0,3,443,4,872,8192,31,2,20,0,0,0,0,0,0,0,0,BENIGN
12008,1267,49405,1381,80,6,217,47074,3,4,441,871,435,0,147,249.4333578,859,0,217.75,427.5093566,27871.0116,148.7020436,7845.666667,11805.64614,23126,3,23345,11672.5,16329.2169,23219,126,23948,7982.666667,13234.95245,23260,3,0,0,0,0,72,92,63.72944725,84.97259634,0,859,164,318.937074,101720.8571,0,0,0,1,0,0,0,0,1,187.4285714,147,217.75,0,0,0,0,0,0,3,441,4,871,8192,31,2,20,0,0,0,0,0,0,0,0,BENIGN
9967,988,443,1603,49414,6,217,1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,373,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
71990,1267,51099,1599,53,17,217,180,2,2,92,188,46,46,46,0,94,94,94,0,1555555.556,22222.22222,60,96.99484522,172,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,11111.11111,11111.11111,46,94,65.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,81.5,46,94,0,0,0,0,0,0,2,92,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
72325,1267,52501,1599,53,17,217,30857,2,2,66,252,33,33,33,0,126,126,126,0,10305.60327,129.6302298,10285.66667,17809.23509,30850,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,64.81511488,64.81511488,33,126,70.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,87.75,33,126,0,0,0,0,0,0,2,66,2,252,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
74625,1267,61581,1599,53,17,217,165,2,2,72,104,36,36,36,0,52,52,52,0,1066666.667,24242.42424,55,90.06664199,159,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,12121.21212,12121.21212,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53,36,52,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
72540,1267,53391,1599,53,17,217,166,2,2,106,238,53,53,53,0,119,119,119,0,2072289.157,24096.38554,55.33333333,58.34666514,117,1,1,1,0,1,1,48,48,0,48,48,0,0,0,0,40,40,12048.19277,12048.19277,53,119,79.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,99.25,53,119,0,0,0,0,0,0,2,106,2,238,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
12288,1267,49464,1413,443,6,217,3594138,6,8,342,3243,198,0,57,84.49141968,1460,0,405.375,657.3446449,997.4575267,3.895231624,276472.1538,763930.8715,2801287,1,792622,158524.4,158530.2364,388701,7534,3402120,486017.1429,1111367.513,2997251,1,0,0,0,0,132,172,1.669384982,2.225846643,0,1460,239,502.6869233,252694.1429,0,0,0,1,0,0,0,0,1,256.0714286,57,405.375,0,0,0,0,0,0,6,342,8,3243,8192,31,5,20,0,0,0,0,0,0,0,0,BENIGN
86964,1267,49453,4746,80,6,217,116703097,18,15,960,1598,435,0,53.33333333,138.8587941,796,0,106.5333333,279.9269973,21.9188699,0.282768845,3646971.781,4739711.834,10000000,6,117000000,6864888.059,4513152.722,10000000,16905,112000000,7969315.286,4079293.357,10000000,1015,0,0,0,0,372,444,0.154237552,0.128531293,0,796,75.23529412,209.8921886,44054.73084,0,0,0,1,0,0,0,0,0,77.51515152,53.33333333,106.5333333,0,0,0,0,0,0,18,960,15,1598,8192,290,17,20,167661,477001.4091,1605874,23581,9975094,59419.71922,10000000,9796421,BENIGN
15486,1263,62378,1590,53,17,217,30539,1,1,33,65,33,33,33,0,65,65,65,0,3209.011428,65.49002914,30539,0,30539,30539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.74501457,32.74501457,33,65,43.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,65.5,33,65,0,0,0,0,0,0,1,33,1,65,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
14920,1263,61812,1590,53,17,217,176379,1,1,48,48,48,48,48,0,48,48,48,0,544.2824826,11.33921839,176379,0,176379,176379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,5.669609194,5.669609194,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
13388,1263,60279,1590,53,17,217,23154,1,1,52,112,52,52,52,0,112,112,112,0,7083.009415,86.3781636,23154,0,23154,23154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,43.1890818,43.1890818,52,112,72,34.64101615,1200,0,0,0,0,0,0,0,0,1,108,52,112,0,0,0,0,0,0,1,52,1,112,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
74589,1267,61467,1599,53,17,217,242,2,2,78,238,39,39,39,0,119,119,119,0,1305785.124,16528.92562,80.66666667,134.5226127,236,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,8264.46281,8264.46281,39,119,71,43.8178046,1920,0,0,0,0,0,0,0,0,1,88.75,39,119,0,0,0,0,0,0,2,78,2,238,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
74896,1267,62631,1599,53,17,217,206,2,2,78,358,39,39,39,0,179,179,179,0,2116504.854,19417.47573,68.66666667,112.0059522,198,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,9708.737864,9708.737864,39,179,95,76.68115805,5880,0,0,0,0,0,0,0,0,1,118.75,39,179,0,0,0,0,0,0,2,78,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
5123,845,57796,1601,80,6,217,78,1,1,0,0,0,0,0,0,0,0,0,0,0,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12820.51282,12820.51282,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,237,235,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
12013,1267,49469,1381,80,6,217,23043,1,1,6,6,6,6,6,0,6,6,6,0,520.7655253,86.79425422,23043,0,23043,23043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43.39712711,43.39712711,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,253,31,0,20,0,0,0,0,0,0,0,0,BENIGN
5136,845,57952,1601,80,6,217,5008635,3,1,0,0,0,0,0,0,0,0,0,0,0,0.798620782,1669545,2890978.144,5007759,126,5008635,2504317.5,3540400.922,5007759,876,0,0,0,0,0,0,0,0,0,104,40,0.598965586,0.199655195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
10966,1267,49480,1324,443,6,217,60259529,13,14,1355,5035,973,0,104.2307692,268.0951802,1460,0,359.6428571,569.0873405,106.04132,0.448061916,2317674.192,4276358.091,10000000,49,60300000,5021627.417,5216576.482,10100000,140,60200000,4631415.077,5188955.818,10100000,49,0,0,0,0,272,352,0.215733515,0.232328401,0,1460,228.2142857,454.0529711,206164.1005,0,0,0,1,0,0,0,0,1,236.6666667,104.2307692,359.6428571,0,0,0,0,0,0,13,1355,14,5035,8192,126,12,20,69929.33333,46101.54293,164024,50746,9973302.833,65451.67539,10000000,9840279,BENIGN
5138,845,57972,1601,80,6,217,5715405,3,1,0,0,0,0,0,0,0,0,0,0,0,0.699862914,1905135,3299025.063,5714521,133,5715405,2857702.5,4040151.468,5714521,884,0,0,0,0,0,0,0,0,0,104,40,0.524897186,0.174965729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5140,845,57992,1601,80,6,217,5423307,3,1,0,0,0,0,0,0,0,0,0,0,0,0.737557361,1807769,3130350.165,5422386,127,5423307,2711653.5,3833554.665,5422386,921,0,0,0,0,0,0,0,0,0,104,40,0.553168021,0.18438934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
80658,1263,58953,4746,80,6,217,60081907,6,4,720,1598,352,0,120,178.9480372,796,0,399.5,457.8453159,38.58066622,0.166439457,6675767.444,20000000,59900000,64,60100000,12000000,26800000,59900000,64,57764,19254.66667,16642.13665,33198,831,0,0,0,0,132,92,0.099863674,0.066575783,0,796,210.7272727,320.2052751,102531.4182,0,0,1,1,0,0,0,1,0,231.8,120,399.5,0,0,0,0,0,0,6,720,4,1598,8192,290,5,20,0,0,0,0,0,0,0,0,BENIGN
5143,845,58030,1601,80,6,217,5903969,3,1,0,0,0,0,0,0,0,0,0,0,0,0.677510332,1967989.667,3407597.245,5902744,128,5903969,2951984.5,4173004.104,5902744,1225,0,0,0,0,0,0,0,0,0,104,40,0.508132749,0.169377583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5146,845,58050,1601,80,6,217,5644919,3,1,0,0,0,0,0,0,0,0,0,0,0,0.708601842,1881639.667,3258397.502,5644113,94,5644919,2822459.5,3990420.648,5644113,806,0,0,0,0,0,0,0,0,0,104,40,0.531451381,0.17715046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5148,845,58088,1601,80,6,217,5072406,3,1,0,0,0,0,0,0,0,0,0,0,0,0.788580409,1690802,2927845.707,5071587,137,5072406,2536203,3585574.439,5071587,819,0,0,0,0,0,0,0,0,0,104,40,0.591435307,0.197145102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5150,845,58108,1601,80,6,217,5809009,3,1,0,0,0,0,0,0,0,0,0,0,0,0.688585609,1936336.333,3353092.472,5808154,124,5809009,2904504.5,4106380.503,5808154,855,0,0,0,0,0,0,0,0,0,104,40,0.516439207,0.172146402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5152,845,58128,1601,80,6,217,5555605,3,1,0,0,0,0,0,0,0,0,0,0,0,0.719993592,1851868.333,3206763.628,5554720,98,5555605,2777802.5,3927154.39,5554720,885,0,0,0,0,0,0,0,0,0,104,40,0.539995194,0.179998398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
2596,1266,49385,994,443,6,217,9468658,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,491.4107152,2.112231744,498350.4211,1216127.868,3967688,1,5594304,699288,1420405.364,4063147,211,9373114,937311.4,1583520.938,3967688,1,0,0,0,0,296,360,0.950504285,1.161727459,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0,0,0,0,0,0,0,0,BENIGN
5156,845,58166,1601,80,6,217,5033027,3,1,0,0,0,0,0,0,0,0,0,0,0,0.794750356,1677675.667,2905032.298,5032118,102,5033027,2516513.5,3557602.001,5032118,909,0,0,0,0,0,0,0,0,0,104,40,0.596062767,0.198687589,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5158,845,58186,1601,80,6,217,5774988,3,1,0,0,0,0,0,0,0,0,0,0,0,0.692642132,1924996,3333418.4,5774096,98,5774988,2887494,4082271.698,5774096,892,0,0,0,0,0,0,0,0,0,104,40,0.519481599,0.173160533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5160,845,58206,1601,80,6,217,5509263,3,1,0,0,0,0,0,0,0,0,0,0,0,0.726049927,1836421,3179986.409,5508353,133,5509263,2754631.5,3894350.292,5508353,910,0,0,0,0,0,0,0,0,0,104,40,0.544537445,0.181512482,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5163,845,58244,1601,80,6,217,5004402,3,1,0,0,0,0,0,0,0,0,0,0,0,0.7992963,1668134,2888524.695,5003515,120,5004402,2502201,3537392.183,5003515,887,0,0,0,0,0,0,0,0,0,104,40,0.599472225,0.199824075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5165,845,58264,1601,80,6,217,5738027,3,1,0,0,0,0,0,0,0,0,0,0,0,0.697103726,1912675.667,3312247.823,5737330,102,5738027,2869013.5,4056412.095,5737330,697,0,0,0,0,0,0,0,0,0,104,40,0.522827794,0.174275931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5167,845,58284,1601,80,6,217,5049269,3,1,0,0,0,0,0,0,0,0,0,0,0,0.79219388,1683089.667,2914571.557,5048547,107,5049269,2524634.5,3569351.288,5048547,722,0,0,0,0,0,0,0,0,0,104,40,0.59414541,0.19804847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
7379,906,443,1597,49507,6,217,220,1,1,0,0,0,0,0,0,0,0,0,0,0,9090.909091,220,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4545.454545,4545.454545,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,349,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
5170,845,58322,1601,80,6,217,7533974,4,4,602,364,602,0,150.5,301,364,0,91,182,128.2191842,1.061856598,1076282,1970380.851,5002537,84,2531437,843812.3333,1456306.474,2525408,657,7533885,2511295,2499243.211,5003123,4702,0,0,0,0,136,136,0.530928299,0.530928299,0,602,107.3333333,221.137966,48902,0,0,0,1,0,0,0,0,1,120.75,150.5,91,0,0,0,0,0,0,4,602,4,364,29200,236,1,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5172,845,58342,1601,80,6,217,32924811,203,104,43951,72198,602,0,216.5073892,228.6511756,1068,0,694.2115385,362.7002473,3527.704381,9.32427524,107597.4216,271634.0213,1276162,4,32900000,162982.1337,320844.0127,1276162,699,32900000,319657.165,417787.2712,1276882,4,0,0,0,0,6504,3336,6.165563107,3.158712134,0,1068,377.1071429,360.7196005,130118.6302,0,0,0,1,0,0,0,0,0,378.3355049,216.5073892,694.2115385,0,0,0,0,0,0,203,43951,104,72198,29200,1174,101,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
5175,845,58362,1601,80,6,217,5425231,3,1,0,0,0,0,0,0,0,0,0,0,0,0.737295794,1808410.333,3131488.7,5424342,105,5425231,2712615.5,3834960.394,5424342,889,0,0,0,0,0,0,0,0,0,104,40,0.552971846,0.184323949,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack – Brute Force
